campaignTitle,description,url,mainCategory,category,location,countryState,city,continent,valuta,creator,backed,comments,created,numSuccessfulCampaigns,numLiveCampaigns,pastSuccessRate,facebookFriends,goal,currency,campaignDuration,numCollaborators,totWordCount,mainVideo,numAdditionalVideos,numImages,viewGallery,success
Soul Fest Des Moines,,https://www.kickstarter.com/projects/1260369188/soul-fest-des-moines?ref=ending_soon,Music,Music,"Des Moines, IA",Iowa,Des Moines,North America,usd,Sherman Burnside,0,2,1,0,0,0.5,980,35000,usd,15.62196759,0,175,0,0,0,0,0
Monsters! Infinite Strife!,,https://www.kickstarter.com/projects/1260663974/monsters-infinite-strife?ref=ending_soon,Games,Mobile Games,"Los Angeles, CA",California,Los Angeles,North America,usd,DemoniqGames,0,2,1,0,0,0.5,0,30000,usd,30,0,224,0,0,0,0,0
PARALELO 19 N’äÎ_,,https://www.kickstarter.com/projects/1260877405/paralelo-19-no?ref=ending_soon,Photography,Photography,"Veracruz, Mexico",Mexico,Veracruz,North America,mxd,ANDR’Û_—ç ANDRADE,0,2,1,0,0,0.5,916,807.06,mxd,44.95833333,0,608,1,0,7,0,0
"Surface Details. An exhibition of photos, drawings and glass",,https://www.kickstarter.com/projects/126426042/surface-details-an-exhibition-of-photos-drawings-a?ref=ending_soon,Art,Mixed Media,"Derby, UK",United Kingdom,Derby,Europe,gbp,Stevie Davies,0,2,1,0,0,0.5,0,625.3,gbp,43.68376157,0,207,0,0,0,0,0
Day of the Dead Calavera Loteria Project Dia De Los Muertos,,https://www.kickstarter.com/projects/126513441/day-of-the-dead-calavera-loteria-project-dia-de-lo?ref=ending_soon,Art,Painting,"San Diego, CA",California,San Diego,North America,usd,Mix Luera,0,67,2,1,0,0,0,500,usd,30,0,554,1,0,9,0,1
Oniri Islands ’¢_äŒ_—“ a toys-to-life adventure for tablets!,,https://www.kickstarter.com/projects/1265508847/oniri-islands?ref=ending_soon,Games,Video Games,"Geneva, Switzerland",Switzerland,Geneva,Europe,chf,Tourmaline Studio,6,26,1,1,0,0.5,0,29821.08,chf,33.03340278,0,2045,1,1,81,0,1
The only jacket you'll wear for a lifetime,,https://www.kickstarter.com/projects/1266362308/the-only-jacket-youll-wear-for-a-lifetime?ref=ending_soon,Fashion,Apparel,"Campbell, CA",California,Campbell,North America,usd,Ken Carrasco,1,2,1,0,0,0.5,200,10000,usd,30,0,286,1,2,0,0,0
Jake Poe Photography,,https://www.kickstarter.com/projects/1268366549/jake-poe-photography?ref=ending_soon,Photography,Fine Art,"San Francisco, CA",California,San Francisco,North America,usd,Jake Poe,0,2,1,1,0,0.5,1147,55,usd,30,0,172,0,0,0,0,1
Open Wing: An Open Source UAV Building Kit,,https://www.kickstarter.com/projects/1268831957/open-wing-an-open-source-uav-building-kit?ref=ending_soon,Technology,Flight,"Orlando, FL",Florida,Orlando,North America,usd,Gene Sher,0,2,1,0,0,0.5,0,15000,usd,30,0,1248,1,0,0,1,0
Unique Maple Sugar Beard Products - Canadian Made,,https://www.kickstarter.com/projects/1270372475/unique-maple-sugar-beard-products-canadian-made?ref=ending_soon,Crafts,DIY,"Waterloo, Canada",Canada,Waterloo,North America,cad,Alpine Beard Co.,0,2,1,0,0,0.5,0,751.1,cad,30,0,177,0,0,0,0,0
Lowry's lunch stop,,https://www.kickstarter.com/projects/1271191652/lowrys-lunch-stop?ref=ending_soon,Food,Learn more about accountability.,"Kittanning, PA",Pennsylvania,Kittanning,North America,usd,Josh,0,2,1,0,0,0.5,607,8500,usd,59.95833333,0,237,0,0,2,0,0
MemWars - The Art of Memory.,,https://www.kickstarter.com/projects/1271935780/memwars-the-art-of-memory?ref=ending_soon,Games,Tabletop Games,"Irving, TX",Texas,Irving,North America,usd,MemWars,1,2,1,0,0,0.5,112,12000,usd,29.95833333,0,914,1,0,3,0,0
"""The First Century"" by Art Watch",,https://www.kickstarter.com/projects/1272083543/the-first-century-watch?ref=ending_soon,Design,Design,"Montreal, Canada",Canada,Montreal,North America,cad,Martin Guillemette,0,2,1,0,0,0.5,0,11266.5,cad,29.95833333,0,673,1,0,11,1,0
Rolling Empires,,https://www.kickstarter.com/projects/1272811247/rolling-empires?ref=ending_soon,Games,Tabletop Games,"Edmonton, Canada",Canada,Edmonton,North America,cad,Nicholas Fong,11,89,2,1,0,1,759,17275.3,cad,36.2059838,0,875,1,2,36,0,0
"With All My Love, Jack",,https://www.kickstarter.com/projects/1274676694/with-all-my-love-jack?ref=ending_soon,Film & Video,Romance,"London, UK",United Kingdom,London,Europe,gbp,Megan Jones,0,2,1,1,0,0.5,671,125.06,gbp,30,0,255,0,0,0,0,1
"Whispers at the Altar - A dark, epic fantasy novel",,https://www.kickstarter.com/projects/1277114925/whispers-at-the-altar-a-dark-epic-fantasy-novel?ref=ending_soon,Publishing,Fiction,"Colorado Springs, CO",Colorado,Colorado Springs,North America,usd,Allan C. R. Cornelius,1,2,1,1,0,0.5,0,3000,usd,30,0,859,1,0,0,0,1
"""The Salt Pit"" feature film",,https://www.kickstarter.com/projects/1277129550/the-salt-pit-feature-film?ref=ending_soon,Film & Video,Film & Video,"New York, NY",New York,New York,North America,usd,Elliot James Passantino,0,127,4,1,0,0.333333333,0,22000,usd,59.27675926,0,312,1,0,0,0,0
Scruffy and the Egg: a children's picture book about family,,https://www.kickstarter.com/projects/1277729734/scruffy-and-the-egg-a-childrens-picture-book-about?ref=ending_soon,Publishing,Children's Books,"Los Angeles, CA",California,Los Angeles,North America,usd,Angela M. Sanchez,0,2,1,1,0,0.5,734,5000,usd,59.95833333,0,392,1,0,0,0,1
Bellingcat: the home of online investigations,,https://www.kickstarter.com/projects/1278239551/bellingcat-the-home-of-online-investigations?ref=ending_soon,Journalism,Journalism,"London, UK",United Kingdom,London,Europe,gbp,Eliot Higgins,23,18,2,2,0,1,897,75036,gbp,29.95833333,0,1454,1,0,35,0,1
HEARTISANIA: Original arts and crafts from faraway countries,,https://www.kickstarter.com/projects/1278685072/heartisania-original-arts-and-crafts-from-faraway?ref=ending_soon,Art,Art,"London, UK",United Kingdom,London,Europe,gbp,HEARTISANIA,0,2,1,0,0,0.5,0,12506,gbp,29.95833333,0,1138,1,0,5,0,0
The Bunny Book,,https://www.kickstarter.com/projects/1279518875/the-bunny-book?ref=ending_soon,Publishing,Art Books,"Boston, MA",Massachusetts,Boston,North America,usd,Alisa Rodny,3,1,1,1,0,0.5,639,5000,usd,32.95833333,0,281,1,0,0,0,1
Fund Headphone Hair's First Full-Length Album!!,,https://www.kickstarter.com/projects/1279862916/fund-headphone-hairs-first-full-length-album?ref=ending_soon,Music,Indie Rock,"Oakland, CA",California,Oakland,North America,usd,Ian Walters,4,2,1,1,0,0.5,1483,15000,usd,29.60177083,0,1141,1,2,0,0,1
Bermondsey or Bust Pt 1,,https://www.kickstarter.com/projects/1280174440/bermondsey-or-bust-pt-1?ref=ending_soon,Publishing,Publishing,"London, UK",United Kingdom,London,Europe,gbp,Terry Rawlings,1,2,1,0,0,0.5,1125,15007.2,gbp,59.95833333,0,735,1,0,0,0,0
How to Build Tiny,,https://www.kickstarter.com/projects/1280791547/how-to-build-tiny?ref=ending_soon,Design,Architecture,"Eugene, OR",Oregon,Eugene,North America,usd,Keith Schneider,0,99,1,0,0,0.5,803,40000,usd,30,0,1957,1,0,0,1,0
Relax Yourself Bath Bombs,,https://www.kickstarter.com/projects/1282531554/relax-yourself-bath-bombs?ref=ending_soon,Crafts,DIY,"Tallahassee, FL",Florida,Tallahassee,North America,usd,Jasmine Fowler,0,2,1,1,0,0.5,0,850,usd,22.46357639,0,325,1,0,0,0,1
ZeTime: World's first smartwatch with hands over touchscreen,,https://www.kickstarter.com/projects/1282890542/zetime-worlds-first-smartwatch-with-hands-over-tou?ref=ending_soon,Technology,Wearables,"Miami, FL",Florida,Miami,North America,usd,MyKronoz Switzerland,0,22,1,1,0,0.5,0,50000,usd,35,0,1283,0,0,48,0,1
"CONCEPTUAL HEIST #1: The Sci-fi, Jazzpunk, Art Heist Comic.",,https://www.kickstarter.com/projects/1283233136/conceptual-heist-1-the-sci-fi-jazzpunk-art-heist-c?ref=ending_soon,Comics,Webcomics,"Montreal, Canada",Canada,Montreal,North America,cad,Jay D'Ici,22,67,1,1,0,0.5,527,3417.51,cad,29.95833333,0,1332,1,0,21,0,1
Molecule Fidget,,https://www.kickstarter.com/projects/1283628066/molecule-fidget?ref=ending_soon,Design,Design,"Monterrey, Mexico",Mexico,Monterrey,North America,mxd,Hiram,12,199,1,0,0,0.5,0,2959.22,mxd,30,0,195,1,0,0,1,0
A Certain Smile - Vinyl LP,,https://www.kickstarter.com/projects/1285919816/a-certain-smile-vinyl-lp?ref=ending_soon,Music,Indie Rock,"Portland, OR",Oregon,Portland,North America,usd,a certain smile,0,2,1,1,0,0.5,0,1500,usd,41.85445602,0,400,1,1,0,0,1
APACHE BLUES: Welcome Home,,https://www.kickstarter.com/projects/1286947059/apache-blues-the-soldiers-unknown?ref=ending_soon,Film & Video,Documentary,"Seattle, WA",Washington,Seattle,North America,usd,Rainbows & Unicorns Entertainment LLC,7,127,1,0,0,0.5,0,30000,usd,30.65547454,3,1883,1,3,30,0,0
The 1001 Offbeat Thoughts Book,,https://www.kickstarter.com/projects/1287334430/1001-of-the-craziest-ideas?ref=ending_soon,Publishing,Anthologies,"Minneapolis, MN",Minnesota,Minneapolis,North America,usd,jakegosskuehn,0,2,1,1,0,0.5,0,200,usd,36.01956019,0,902,0,0,0,0,1
Mathematic Tutorials,,https://www.kickstarter.com/projects/1287385967/mathematic-tutorials?ref=ending_soon,Publishing,Academic,"Giessen, Germany",Germany,Giessen,Europe,eur,Deniz,0,2,1,0,0,0.5,964,636.73,eur,30,0,529,1,0,0,0,0
Genius Joe's Podcast!,,https://www.kickstarter.com/projects/1287541486/genius-joes-podcast?ref=ending_soon,Journalism,Audio,"Ocala, FL",Florida,Ocala,North America,usd,Justin,0,2,1,0,0,0.5,265,500,usd,34.95833333,0,156,1,0,0,0,0
The Runner - Short film Survival/Horror,,https://www.kickstarter.com/projects/1288728023/the-runner-short-film-survival-horror?ref=ending_soon,Film & Video,Shorts,"Sydney, AU",Australia,Sydney,Oceania,aud,Jye,0,2,1,0,0,0.5,511,3787.5,aud,30,0,218,1,0,0,0,0
’äÎµRuler - Measure size in the micro-world under Microscope,,https://www.kickstarter.com/projects/1289187249/ruler-measure-size-in-the-micro-world-under-micros?ref=ending_soon,Technology,Gadgets,"Shanghai, China",China,Shanghai,Asia,cad,QingYing E&T LLC,0,67,2,1,0,0,12,1502.2,cad,29.95833333,0,735,1,0,19,0,1
iPhone App Lifeolio - Cloud Storage for your Life's Memories,,https://www.kickstarter.com/projects/1289495434/iphone-app-lifeolio-cloud-storage-for-your-lifes-m?ref=ending_soon,Technology,Apps,"Chicago, IL",Illinois,Chicago,North America,usd,Lifeolio,1,2,1,0,0,0.5,609,50000,usd,59.95833333,0,150,0,0,0,0,0
NOWADAYS: A PERMANENT HOME,,https://www.kickstarter.com/projects/1289830263/nowadays-help-us-build-our-indoor-home?ref=ending_soon,Music,Music,"New York, NY",New York,New York,North America,usd,Mister Saturday Night,3,168,1,1,0,0.5,0,50000,usd,29.66888889,0,1491,1,0,16,0,1
FaceTime Baby Stick,,https://www.kickstarter.com/projects/1291540771/facetime-baby-stick?ref=ending_soon,Design,Product Design,"Oakland, CA",California,Oakland,North America,usd,Tomer,1,2,1,0,0,0.5,278,3000,usd,30,0,146,1,0,0,1,0
Split Paradox: Skewing the Timeline,,https://www.kickstarter.com/projects/1291561677/split-paradox-skewing-the-timeline?ref=ending_soon,Games,Tabletop Games,"Roanoke, VA",Virginia,Roanoke,North America,usd,Don Haymaker - Crashcity Games,0,2,1,0,0,0.5,831,12000,usd,32.7206713,0,304,0,0,3,0,0
Where Do Bananas Come From? A Book of Fruits,,https://www.kickstarter.com/projects/129307806/where-do-bananas-come-from-a-book-of-fruits?ref=ending_soon,Publishing,Children's Books,"Franklin, TN",Tennessee,Franklin,North America,usd,Dani,4,2,1,1,0,0.5,835,10000,usd,31.43670139,0,2299,1,0,33,0,1
YOUNG B0Y SYNDICATE,,https://www.kickstarter.com/projects/1293082937/young-b0y-syndicate?ref=ending_soon,Film & Video,Film & Video,"Detroit, MI",Michigan,Detroit,North America,usd,"Black Star Film, Ltd.",0,2,1,0,0,0.5,0,5.00E+06,usd,59.95833333,0,420,1,0,0,0,0
Soulless Wonder - A Monster Girl Visual Novel Dating Game,,https://www.kickstarter.com/projects/1293262989/soulless-wonder-a-monster-girl-dating-game?ref=ending_soon,Games,Video Games,"Toronto, Canada",Canada,Toronto,North America,cad,Les Major,1,2,1,0,0,0.5,0,27790.7,cad,30,0,1229,1,2,17,0,0
Silver Balloon Solar 2.0 (Canceled),,https://www.kickstarter.com/projects/1293986334/silver-balloon-solar-20?ref=ending_soon,Technology,Hardware,"Sacramento, CA",California,Sacramento,North America,usd,California Sunlight,0,2,1,0,0,0.5,0,25000,usd,27.95833333,0,2328,1,0,43,1,0
Whole food nutrition bars funding clean water solutions!,,https://www.kickstarter.com/projects/1296306035/whole-food-nutrition-bars-funding-clean-water-solu?ref=ending_soon,Food,Vegan,"New York, NY",New York,New York,North America,usd,Team Manna,1,2,1,1,0,0.5,4,15000,usd,43.95833333,0,492,1,0,6,0,1
bfriendly - make the world great again,,https://www.kickstarter.com/projects/1298112015/bfriendly-make-the-world-great-again?ref=ending_soon,Technology,Apps,"Vienna, Austria",Austria,Vienna,Europe,eur,bfriendly,0,2,1,0,0,0.5,0,15918.3,eur,30,0,412,1,0,3,0,0
New Retail Outlet,,https://www.kickstarter.com/projects/1298294947/new-retail-outlet?ref=ending_soon,Food,Drinks,"Wales, UK",United Kingdom,Wales,Europe,gbp,Martin Birkhead,0,2,1,0,0,0.5,0,62530,gbp,30,0,558,1,0,3,0,0
The City Like a Coral,,https://www.kickstarter.com/projects/1298455097/the-city-like-a-coral?ref=ending_soon,Publishing,Fiction,"Shaw Island, WA",Washington,Shaw Island,North America,usd,Isaiah Rawls,0,2,1,0,0,0.5,212,500,usd,29.95833333,0,408,1,0,0,0,0
Dead Donkeys Fear No Hyenas - A feature-length documentary,,https://www.kickstarter.com/projects/129924971/dead-donkeys-fear-no-hyenas-a-feature-length-docum?ref=ending_soon,Film & Video,Documentary,"Malm’ÛÎ_, Sweden",Sweden,Malm’ÛÎ_,Europe,usd,WG Film,6,67,1,1,0,0.5,0,25000,usd,28.98059028,2,2209,1,5,12,0,1
Treble On Huntington's First Full Length Album!,,https://www.kickstarter.com/projects/1300188331/treble-on-huntingtons-first-full-length-album?ref=ending_soon,Music,Music,"Boston, MA",Massachusetts,Boston,North America,usd,Treble on Huntington,0,67,2,2,0,1,0,10000,usd,44.95482639,0,262,1,0,0,0,1
Custom Swiss-component Watches from Albany & Co.,,https://www.kickstarter.com/projects/1300803265/albany-and-co-contemporary-timepieces?ref=ending_soon,Design,Product Design,"Oxford, UK",United Kingdom,Oxford,Europe,gbp,Charles Frith,0,199,1,1,0,0.5,0,18759,gbp,59.95833333,0,524,1,0,38,0,1
Amazing Scriptures Book 1: The Missing Map,,https://www.kickstarter.com/projects/1301000311/amazing-scriptures-book-1-the-missing-map?ref=ending_soon,Games,Puzzles,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Norman Shurtliff,4,199,1,0,0,0.5,291,7500,usd,30,0,1165,1,0,18,0,0
The caribArt Project,,https://www.kickstarter.com/projects/1301047966/the-caribart-project?ref=ending_soon,Art,Painting,"London, UK",United Kingdom,London,Europe,gbp,Tricia Trotman Maraj,0,2,1,0,0,0.5,3228,6253,gbp,31,0,756,1,0,10,0,0
Uniendo 2 Pa’ÛÎ_ses,,https://www.kickstarter.com/projects/1301438523/uniendo-2-paises?ref=ending_soon,Journalism,Video,"Argentina, Argentina",Argentina,Argentina,South America,mxd,Franco Molinas y Miranda Mendona,0,2,1,0,0,0.5,3171,2152.16,mxd,35.40056713,0,493,1,0,0,0,0
"PowerHub juices up your USB-C. More ports, more charge.",,https://www.kickstarter.com/projects/1303376337/powerhub-juices-up-your-usb-c-more-ports-more-char?ref=ending_soon,Technology,Hardware,"New York, NY",New York,New York,North America,usd,Ishu,4,10,1,1,0,0.5,1276,20000,usd,39.95833333,0,499,0,0,29,0,1
Send in the Sun - Student Film,,https://www.kickstarter.com/projects/1303427028/send-in-the-sun-student-film?ref=ending_soon,Film & Video,Comedy,"Mission Viejo, CA",California,Mission Viejo,North America,usd,Nick Jackson,1,2,1,1,0,0.5,398,2385,usd,31.47175926,0,409,1,0,0,0,1
"Projet d'album jazz Les r’ÛÎéves errants, Trio Jonathan Turgeon",,https://www.kickstarter.com/projects/1305978277/projet-dalbum-jazz-les-reves-errants-trio-jonathan?ref=ending_soon,Music,Jazz,"Montreal, Canada",Canada,Montreal,North America,cad,Jonathan Turgeon,2,2,1,1,0,0.5,498,2253.3,cad,29.95833333,0,744,1,0,0,0,1
Positive Steps to a Steady State Economy,,https://www.kickstarter.com/projects/1306028661/postitive-steps-to-a-steady-state-economy?ref=ending_soon,Publishing,Nonfiction,"Sydney, AU",Australia,Sydney,Oceania,aud,CASSE NSW,0,2,1,1,0,0.5,0,757.5,aud,30,0,406,1,0,0,0,1
"""SEASON""- THE PILOT",,https://www.kickstarter.com/projects/1306156131/season-the-pilot?ref=ending_soon,Film & Video,Shorts,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Larrina Ellison,0,2,1,0,0,0.5,0,2500,usd,39.95833333,0,127,0,0,0,0,0
Christian James | The Sunglasses That Keep on Giving,,https://www.kickstarter.com/projects/1306586024/christian-james-the-sunglasses-that-keep-on-giving?ref=ending_soon,Design,Product Design,"Seattle, WA",Washington,Seattle,North America,usd,Brian,0,67,2,1,0,0,1445,1800,usd,30.39884259,0,720,1,0,18,0,1
Sherlock Holmes: Before Baker Street,,https://www.kickstarter.com/projects/1306925656/sherlock-holmes-before-baker-street?ref=ending_soon,Publishing,Fiction,"Manchester, NH",New Hampshire,Manchester,North America,usd,Derrick Belanger,3,185,4,4,0,1,703,500,usd,32,0,1747,0,0,10,0,1
RaspUnderControl,,https://www.kickstarter.com/projects/1307282933/raspundercontrol?ref=ending_soon,Technology,DIY Electronics,"Naples, Italy",Italy,Naples,Europe,eur,Adriano Ambrosi,1,185,1,1,0,0.5,0,2122.44,eur,44.95833333,0,697,1,0,10,1,1
Leash and Collar in One - Go-To Leash,,https://www.kickstarter.com/projects/1307436746/leash-and-collar-in-one-go-to-leash?ref=ending_soon,Design,Product Design,"Crested Butte South, Crested Butte, CO",Colorado,Crested Butte,North America,usd,Carolyn Huresky,1,67,2,0,0,0,0,225,usd,29.95833333,0,214,1,0,0,1,0
Mobile Application for Roadside Assistance & Towing,,https://www.kickstarter.com/projects/1307702965/mobile-application-for-roadside-assistance-and-tow?ref=ending_soon,Technology,Apps,"Las Vegas, NV",Nevada,Las Vegas,North America,usd,LT,0,67,2,0,0,0,452,9999,usd,30,0,194,1,0,0,1,0
La Laguna Rosa,,https://www.kickstarter.com/projects/1308900148/la-laguna-rosa?ref=ending_soon,Film & Video,Narrative Film,"Merida, Mexico",Mexico,Merida,North America,mxd,Gitana Films,0,2,1,1,0,0.5,0,10760.8,mxd,44.95833333,0,1186,1,1,6,0,1
New Record: A Lovely Wait,,https://www.kickstarter.com/projects/1309877743/new-record-a-lovely-wait?ref=ending_soon,Music,Music,"Indianapolis, IN",Indiana,Indianapolis,North America,usd,Nathan Partain,1,2,1,1,0,0.5,767,7000,usd,20.05853009,0,1271,1,0,0,0,1
notasubplot.,,https://www.kickstarter.com/projects/1310409626/notasubplot?ref=ending_soon,Technology,Web,"Cambridge, MA",Massachusetts,Cambridge,North America,usd,Ali FitzGerald,0,2,1,0,0,0.5,431,10000,usd,29.95833333,0,507,1,0,3,0,0
Fire on the Mountain - A Practical Creature FX Film,,https://www.kickstarter.com/projects/1310427626/fire-on-the-mountain?ref=ending_soon,Film & Video,Horror,"Philadelphia, PA",Pennsylvania,Philadelphia,North America,usd,Patrick Corcoran,7,67,2,1,0,0,729,15000,usd,31,0,1320,1,1,25,0,1
Campus Food Ordering App (FOODORME),,https://www.kickstarter.com/projects/1310584178/campus-food-ordering-app-foodorme?ref=ending_soon,Food,Restaurants,"New York, NY",New York,New York,North America,usd,Glenn Wijngaarde,0,2,1,0,0,0.5,0,5000,usd,54.95833333,0,258,0,0,0,0,0
Now What Camberwell Illustration Show 2017,,https://www.kickstarter.com/projects/1311046756/now-what-camberwell-illustration-show-2017?ref=ending_soon,Art,Illustration,"London, UK",United Kingdom,London,Europe,gbp,Now What,0,2,1,1,0,0.5,0,6253,gbp,49.95833333,0,391,1,0,13,0,1
Relic Worlds: Pick Your Path,,https://www.kickstarter.com/projects/1311181984/relic-worlds-pick-your-path?ref=ending_soon,Publishing,Fiction,"Burbank, CA",California,Burbank,North America,usd,Jeff McArthur,4,185,3,2,0,0.5,667,10,usd,25.74694444,0,207,1,0,0,0,1
Learn 5 Best Mobile Development Frameworks,,https://www.kickstarter.com/projects/1311831077/learn-5-best-mobile-development-frameworks?ref=ending_soon,Technology,Software,"Orlando, FL",Florida,Orlando,North America,usd,Eduonix Learning Solutions,2,144,6,6,0,1,217,2000,usd,56.94461806,0,1144,1,0,5,0,1
Patronus Pins Launch,,https://www.kickstarter.com/projects/1312334069/patronus-pins-launch?ref=ending_soon,Fashion,Accessories,"London, UK",United Kingdom,London,Europe,gbp,Bethany Duck,7,2,1,1,0,0.5,126,1500.72,gbp,34.95833333,0,434,0,0,14,0,1
The Adventure of Paperman: Heroes' Journey,,https://www.kickstarter.com/projects/1313599134/the-adventure-of-paperman-heroes-journey-0?ref=ending_soon,Publishing,Young Adult,"Los Angeles, CA",California,Los Angeles,North America,usd,Eric Larner,0,99,3,2,0,0.5,0,2800,usd,30,0,313,1,0,3,0,1
