campaignTitle,description,url,mainCategory,category,location,countryState,city,continent,valuta,creator,backed,comments,created,numSuccessfulCampaigns,numLiveCampaigns,pastSuccessRate,facebookFriends,goal,currency,campaignDuration,numCollaborators,totWordCount,mainVideo,numAdditionalVideos,numImages,viewGallery,success
Bringing Others Happiness,"I want to spread positivity through everyone I come in contact with. Through art, images, words, music, and actual interactions. Smile!",https://www.kickstarter.com/projects/878279001/bringing-others-happiness?ref=ending_soon,Art,Painting,"Greeneville, TN",Tennessee,Greeneville,North America,usd,Garrett Malone,0,2,1,0,0,0.5,0,10000,usd,30,0,655,1,0,0,0,0
Magic and Mystery of Irish Dance and Mythology - Illustrated,"A children's book about Irish dance, language, music and culture using history and folklore to weave the tale and inspire the dance!",https://www.kickstarter.com/projects/88145395/magic-and-mystery-of-irish-dance-and-mythology-ill?ref=ending_soon,Art,Illustration,"Grand Rapids, MI",Michigan,Grand Rapids,North America,usd,Lindsay Isenhart,1,2,1,0,0,0.5,623,7000,usd,30,0,593,1,0,0,0,0
BreakThrough Success,"""BreakThrough Success"" Bryant is an Young visionary expert who believes you can do any dream at any age.",https://www.kickstarter.com/projects/881563107/breakthrough-success?ref=ending_soon,Journalism,Learn more about accountability.,"Woodbridge, NJ",New Jersey,Woodbridge,North America,usd,Bryant,1,67,2,0,0,0,0,3000,usd,30,0,118,0,0,0,0,0
Last Day - A Romantic Comedy One Shot,Last Day is an LGBTQ Romantic comedy that takes on subjects such as mental illness and facing death.,https://www.kickstarter.com/projects/882303977/last-day-a-romantic-comedy-one-shot?ref=ending_soon,Comics,Graphic Novels,"Randolph, MA",Massachusetts,Randolph,North America,usd,Jimmy Curtis,10,67,2,2,0,1,269,2500,usd,30,0,524,1,0,2,0,1
TRUMP IMMIGRATION SONGS,JUST MAKING LATIN TRUMP PARODY SONGS,https://www.kickstarter.com/projects/885433108/trump-immigration-songs?ref=ending_soon,Music,Latin,"New York, NY",New York,New York,North America,usd,AMERICANOMAR,0,2,1,0,0,0.5,479,3000,usd,25,0,102,0,0,0,0,0
"With Rescue LOOP - Keep the Heels, Lose the Pain",Give your feet a chance! Use Rescue LOOP for 20 minutes a week to reenergize your feet.,https://www.kickstarter.com/projects/886237331/with-rescue-loop-keep-the-heels-lose-the-pain?ref=ending_soon,Design,Product Design,"New York, NY",New York,New York,North America,usd,ilaria,0,2,1,1,0,0.5,0,11000,usd,31,0,2422,0,0,13,1,1
Kodiak Leather - Buffalo Leather Satchel,Genuine Buffalo Leather. Still accepting Pre-Orders for a limited time.,https://www.kickstarter.com/projects/886384381/kodiak-leather-buffalo-leather-satchel-briefcase-w?ref=ending_soon,Fashion,Accessories,"Lindon, UT",Utah,Lindon,North America,usd,Jared Morse,4,126,1,1,0,0.5,846,5000,usd,30,0,1615,1,1,41,0,1
Help Create the Newest Viral Dance Craze and Birthday Anthem,"Paying the two most popular Dance Groups on social media to choreograph and release a promo dance video to my single, it will go viral",https://www.kickstarter.com/projects/887384190/help-create-the-newest-viral-dance-craze-and-birth?ref=ending_soon,Music,Hip-Hop,"Natchez, MS",Mississippi,Natchez,North America,usd,Marbo Beatz Productions LLC,0,2,1,0,0,0.5,5000,2500,usd,30,0,265,1,0,0,0,0
The Passion Preacher,"A comedy web series about Dr Colin Love. Finding himself in rough patch, he decides to change careers...and become a life coach.",https://www.kickstarter.com/projects/889026760/the-passion-preacher?ref=ending_soon,Film & Video,Comedy,"Los Angeles, CA",California,Los Angeles,North America,usd,Doug Jacobson,6,2,1,1,0,0.5,0,5000,usd,30,0,494,1,6,2,0,1
RV Revival - TV Show,"A TV 'Special' following dilapidated RVs being 'revived' into recording studios, kitchens, and other amazing custom creations.",https://www.kickstarter.com/projects/890098483/rv-revival-tv-show?ref=ending_soon,Film & Video,Television,"Denver, CO",Colorado,Denver,North America,usd,Cheese and Crackers,1,67,1,0,0,0.5,0,15000,usd,35,0,885,1,0,0,0,0
Photography journey around the word,Join me on a great photography journey around the world,https://www.kickstarter.com/projects/890274787/photography-journey-around-the-word?ref=ending_soon,Photography,Places,"Miami Beach, FL",Florida,Miami Beach,North America,usd,J,0,2,1,0,0,0.5,0,3750,usd,20,0,249,0,0,0,0,0
Paranormal Romance Trilogy Marketing Campaign,"Now that my Paranormal Romance trilogy is complete, I'm trying to work with my publisher to market through PR By The Book to stand out.",https://www.kickstarter.com/projects/891357571/paranormal-romance-trilogy-marketing-campaign?ref=ending_soon,Publishing,Fiction,"Wethersfield, CT",Connecticut,Wethersfield,North America,usd,Glenn Maynard,0,2,1,1,0,0.5,1460,1700,usd,60,0,427,1,0,5,0,1
Apple Tart Series,An empowering book series helping parents and children connect on a healthy emotional level.,https://www.kickstarter.com/projects/891530501/apple-tart-series?ref=ending_soon,Publishing,Children's Books,"Los Angeles, CA",California,Los Angeles,North America,usd,Thu Vo,0,2,1,0,0,0.5,0,25000,usd,30,0,1045,1,0,12,0,0
The Dead Of Night,A story where Life and Death both walk the night. Making decisions in 24 hours gets bloody & disturbing. Make it through the night.,https://www.kickstarter.com/projects/893119153/the-dead-of-night?ref=ending_soon,Film & Video,Horror,"Los Angeles, CA",California,Los Angeles,North America,usd,Carshenah Jefferson,0,2,1,0,0,0.5,992,10000,usd,14,0,1163,1,0,0,0,0
Cornhole Covers: Any Board. Any Design. Any Time.,"Customizable graphic tops that fit virtually any cornhole board. Interchangeable, reversible, affordable, and easy to use.",https://www.kickstarter.com/projects/894132225/cornhole-covers-any-board-any-design-any-time?ref=ending_soon,Design,Product Design,"Arlington, VA",Virginia,Arlington,North America,usd,Andrew Plofchan,10,1,1,0,0,0.5,0,30000,usd,32,0,739,1,2,14,0,0
Confident Brand,The brand was created to inspire and motivate people to chase there dreams and inspirations.,https://www.kickstarter.com/projects/894830804/confident-brand?ref=ending_soon,Fashion,Learn more about accountability.,"Detroit, MI",Michigan,Detroit,North America,usd,Jovaun Royal,0,2,1,0,0,0.5,0,2500,usd,60,0,125,0,0,0,0,0
First EP: Poison,This is my first ever EP. It'll contain 4 original songs that I have written that need to come to life.,https://www.kickstarter.com/projects/895234688/first-ep-poison?ref=ending_soon,Music,Music,"Oneonta, NY",New York,Oneonta,North America,usd,McKenna Gallinari,0,2,1,0,0,0.5,212,500,usd,58,0,269,1,0,0,0,0
TakeMeWithYer - Lost Cosmonaut & Midnight Eleven Double CD,I'm printing physical copies of my latest two 'TakeMeWithYer' albums together (featuring artwork by Daniel Johnson),https://www.kickstarter.com/projects/895507103/takemewithyer-lost-cosmonaut-and-midnight-eleven-d?ref=ending_soon,Music,Music,"Seattle, WA",Washington,Seattle,North America,usd,Braden Gillispie,1,2,1,1,0,0.5,211,300,usd,14,0,441,1,0,0,0,1
Build your own solid state high power RF amplifier,I have written a book on how to build solid state ham radio amplifiers. The book contains eight projects and six amplifiers designs.,https://www.kickstarter.com/projects/896109729/build-your-own-solid-state-high-power-rf-amplifier?ref=ending_soon,Technology,DIY Electronics,"Abiquiu, NM",New Mexico,Abiquiu,North America,usd,Alexander Kalish,1,67,2,0,0,0,0,5000,usd,30,0,869,1,0,0,1,0
Documentary on the gravity defying graffiti artist: Expert,"in the 70's, 80's and into the 90's a graffiti artist would leave his tag in places seemingly no one could get to. who and how",https://www.kickstarter.com/projects/897031058/documentary-on-the-gravity-defying-graffiti-artist?ref=ending_soon,Film & Video,Film & Video,"Richmond, VA",Virginia,Richmond,North America,usd,John Ware,0,2,1,0,0,0.5,219,10000,usd,30,0,94,0,0,0,0,0
Decorative Brass Wire Balls and Lights by Brightwire Designs,"Decorative balls made from brass wire shine more brilliantly than others, and I have developed the most efficient production process.",https://www.kickstarter.com/projects/897753943/decorative-brass-wire-balls-and-lights-by-brightwi?ref=ending_soon,Design,Product Design,"Troy, MI",Michigan,Troy,North America,usd,Michael O'Reilly,13,67,2,0,0,0,389,10000,usd,15,0,687,1,0,2,1,0
Lenny & the Lemonade Stand: A children's book for adult kids,"A normal boy loves turning lemons into lemonade, until his love of money leads him down a dark, fruitless path. Written by/for adults.",https://www.kickstarter.com/projects/897934342/lenny-and-the-lemonade-stand-a-childrens-book-for?ref=ending_soon,Publishing,Children's Books,"San Francisco, CA",California,San Francisco,North America,usd,Brian Gilan and Seth Armistead,1,168,1,1,0,0.5,1459,3000,usd,30,0,667,1,0,20,0,1
Joel Robert Kaiser Call It Pity EP,"Having worked with Chris Schlarb, Ian Sefchick, Vacation Manor, and many other friends, Call It Pity is almost ready to be released!",https://www.kickstarter.com/projects/898888238/joel-robert-kaiser-call-it-pity-ep?ref=ending_soon,Music,Indie Rock,"Lynchburg, VA",Virginia,Lynchburg,North America,usd,Joel Robert Kaiser,6,2,1,0,0,0.5,2271,6500,usd,30,0,1091,1,0,4,0,0
The Chronicles of Tampon Man. Volume 1 - The Red Sea Scrolls,The Chronicles of Tampon Man is a comic that celebrates the freedom of letting your imagination travel to the silliest realms possible.,https://www.kickstarter.com/projects/898944867/the-chronicles-of-tampon-man-volume-1-the-red-sea?ref=ending_soon,Comics,Comic Books,"Charlotte, NC",North Carolina,Charlotte,North America,usd,Ken,6,99,1,1,0,0.5,0,3800,usd,31,0,332,1,0,16,0,1
"Toosum 100-calorie, gluten-free, super-tasty oatmeal bars","TOOSUM Now thats one tasty name! is a play on the word toothsome, which means temptingly tasty and delicious. TOOSUM tastes great!",https://www.kickstarter.com/projects/900829310/toosum-100-calorie-gluten-free-super-tasty-oatmeal?ref=ending_soon,Food,Food,"Seattle, WA",Washington,Seattle,North America,usd,Peter Guyer,0,2,1,0,0,0.5,405,14950,usd,45,0,836,1,0,6,0,0
Emotions on Canvas,"I am creating artworks representing emotions. Such as, I may make a certain scenery, person, animal, etc. I will be selling the art.",https://www.kickstarter.com/projects/901090885/emotions-on-canvas?ref=ending_soon,Art,Digital Art,"Greenville, SC",South Carolina,Greenville,North America,usd,Erik Hodgson,0,2,1,1,0,0.5,0,350,usd,30,0,96,0,0,0,0,1
The Future Of Guitar Pickups!,My vision is to make these pickups the next step in the never ending evolution of musical accessories!,https://www.kickstarter.com/projects/901234039/the-future-of-guitar-pickups?ref=ending_soon,Technology,Sound,"Katy, TX",Texas,Katy,North America,usd,CJ Grubb,0,67,2,0,0,0,0,5000,usd,30,0,283,0,0,0,0,0
Mermaid Precinct,"The fifth novel in the ""Precinct"" series of high fantasy police procedurals starring Danthres Tresyllione & Torin ban Wyvald.",https://www.kickstarter.com/projects/902770045/mermaid-precinct?ref=ending_soon,Publishing,Fiction,"New York, NY",New York,New York,North America,usd,Keith R.A. DeCandido,16,145,5,4,0,0.75,4951,5000,usd,30,0,882,1,0,3,0,1
Goliath - A Historical Fencing and HEMA Comic,The story of a high school girl who accidentally tumbles into the world of historical fencing.,https://www.kickstarter.com/projects/903504230/goliath-an-historical-fencing-comic?ref=ending_soon,Comics,Comic Books,"Kenosha, WI",Wisconsin,Kenosha,North America,usd,Emma King (with James Reilly),0,2,1,1,0,0.5,0,2400,usd,30,0,227,1,0,0,0,1
"""El Sueno Americano"" Feature Film",A mexican Immigrant arrives in the united states to persue the American Dream.,https://www.kickstarter.com/projects/904155934/el-sueno-americano-feature-film?ref=ending_soon,Film & Video,Drama,"San Antonio, El Paso, TX",Texas,El Paso,North America,usd,Alexis Flores,1,1,6,1,0,0.2,184,7000,usd,45,0,480,1,6,4,0,0
REFLECTING: A feel-good film about people and relationships,"REFLECTING follows a young dad and his recently heartbroken teenage daughter through conversations about life, love and partnership.",https://www.kickstarter.com/projects/90618317/reflecting-a-feel-good-film-about-people-and-relat?ref=ending_soon,Film & Video,Family,"Oakland, CA",California,Oakland,North America,usd,Brandyn D Johnson,5,2,2,1,0,0,1378,8000,usd,30,0,308,1,0,4,0,1
Speak No Evil - Issue #3,Speak No Evil is a fun Lovecraftian tale about two teenage brothers facing off against demons from another dimension!,https://www.kickstarter.com/projects/906293113/speak-no-evil-issue-3?ref=ending_soon,Comics,Comic Books,"Houston, TX",Texas,Houston,North America,usd,Gray Bear Comics,18,48,3,3,0,1,0,4800,usd,30,0,1020,1,0,21,0,1
Chess of Blades - A BL (Yaoi) Visual Novel,Mystery + Romance Boy's Love Visual Novel set during a royal ball in a fantasy kingdom -- pursue 3 different love interests!,https://www.kickstarter.com/projects/907216825/chess-of-blades-a-boys-love-visual-novel?ref=ending_soon,Games,Video Games,"Bloomington, IN",Indiana,Bloomington,North America,usd,Argent Games,0,62,2,1,0,1,0,13000,usd,30,0,1386,1,2,31,0,0
Pleistocene Park: An Ice Age Ecosystem To Save The World,The worldês best plan to bring back a vanished ice age ecosystem and save the world from a catastrophic global warming feedback loop.,https://www.kickstarter.com/projects/907484977/pleistocene-park-an-ice-age-ecosystem-to-save-the?ref=ending_soon,Design,Civic Design,"Yakutsk, Russia",Russia,Yakutsk,Asia,usd,"The Pleistocene Park Foundation, Inc",0,2,1,1,0,0.5,0,106000,usd,30,2,2565,0,0,22,0,1
M.A.D. a Web Series,M.A.D. is a post apocalyptic web series showing the impact of loneliness on the mind.,https://www.kickstarter.com/projects/907613497/mad-a-web-series?ref=ending_soon,Film & Video,Drama,"Elko, NV",Nevada,Elko,North America,usd,Tempest Films,0,2,1,0,0,0.5,0,2000,usd,40,0,127,1,0,0,0,0
The Ginger Snapped - A new album by Jinkx Monsoon,"This is the second full length album by Jinkx Monsoon and Major Scales, with a 90's garage band throwback sound, + celebrity guests.",https://www.kickstarter.com/projects/909098160/the-ginger-snapped-a-new-album-by-jinkx-monsoon?ref=ending_soon,Music,Rock,"Seattle, WA",Washington,Seattle,North America,usd,Jinkx Monsoon,0,2,1,1,0,0.5,0,20000,usd,45,0,1144,1,0,0,0,1
Stronghold on the Borderlands *48 HOURS LEFT*!,"Available as both a digital and a solid plastic resin cast borderland fort, offered in many sizes with 3d printable extras.25-32mm",https://www.kickstarter.com/projects/909363677/stronghold-on-the-borderlands?ref=ending_soon,Games,Tabletop Games,"Murray, KY",Kentucky,Murray,North America,usd,Jeremy Gosser,0,31,1,0,0,0.5,157,5500,usd,30,0,916,1,1,16,0,0
Innovation Blue - SPECIAL EDITION,A SPECIAL EDITION of the highly sought after Innovation Playing Cards.,https://www.kickstarter.com/projects/910678389/innovation-blue-special-edition?ref=ending_soon,Games,Playing Cards,"Aurora, CO",Colorado,Aurora,North America,usd,Jody Eklund,50,72,7,6,0,0.833333333,381,5000,usd,15,0,1357,1,0,14,0,1
Osiris: The $65 Smart Water Monitor,Protect your home from water leaks & freezing pipes. Catch water waste. Lower your water bills. Set goals.,https://www.kickstarter.com/projects/910764625/osiris-the-65-smart-water-monitor?ref=ending_soon,Technology,Hardware,"Chandler, AZ",Arizona,Chandler,North America,usd,"AZ Electronic APPS, LLC",6,85,3,1,0,0,186,6500,usd,30,0,813,1,0,19,1,1
Not My President - The Board Game,A political-themed game of social deduction. Which one of your friends is a Trump Supporter?,https://www.kickstarter.com/projects/913742155/not-my-president-the-board-game?ref=ending_soon,Games,Tabletop Games,"Washington, DC",Washington DC,Washington,North America,usd,Just Jokes LLC,5,2,1,0,0,0.5,0,5000,usd,30,0,645,1,0,11,0,0
Veteran Owned PITBULL BBQ Food Truck,We are small family business that love to BBQ and love Pitbulls. We want to start a bbq food truck that gives back to help abused dogs,https://www.kickstarter.com/projects/914459551/veteran-owned-pitbull-bbq-food-truck?ref=ending_soon,Food,Food Trucks,"Cincinnati, OH",Ohio,Cincinnati,North America,usd,Anthony Minderman,0,2,1,0,0,0.5,0,60000,usd,30,0,181,0,0,0,0,0
A Beard Grows In Brooklyn - A Single Take Hipster Web Series,"A fantastical coming-of-age journey through the land of millennial hipsters. Oh, and we're filming it in one take.",https://www.kickstarter.com/projects/914751077/a-beard-grows-in-brooklyn-a-single-take-hipster-we?ref=ending_soon,Film & Video,Webseries,"Brooklyn, NY",New York,Brooklyn,North America,usd,Luka Glinsky,5,2,1,1,0,0.5,1387,15000,usd,30,0,2079,1,0,12,0,1
Bottom Of My Heart,"Bottom Of My Heart is a new fashionable clothing brand that's new to the scene, representing sincerity, love, and passion.",https://www.kickstarter.com/projects/915461656/bottom-of-my-heart?ref=ending_soon,Fashion,Fashion,"Seattle, WA",Washington,Seattle,North America,usd,Lucas Kim,0,2,1,0,0,0.5,0,500,usd,30,0,141,1,0,0,0,0
Universal Electronic Bike Shifting System,Add electronic shifting to any bike with any combination of components. Create intermixed brand drivetrains.,https://www.kickstarter.com/projects/916546680/universal-electronic-bike-shifting-system?ref=ending_soon,Technology,Gadgets,"Greenville, SC",South Carolina,Greenville,North America,usd,Carl,0,2,1,0,0,0.5,0,1.00E+05,usd,45,0,1459,0,0,4,1,0
DanceBook - Live Dance School Online,"First Dance School Online. Lessons Online and Live Broadcast. Ballroom Dance, Social Dance and First Wedding Dance with DanceBook",https://www.kickstarter.com/projects/918005662/dancebook-live-dance-school-online?ref=ending_soon,Dance,Residencies,"Bradenton, FL",Florida,Bradenton,North America,usd,Dimitri Kuchin,0,2,1,0,0,0.5,321,23000,usd,30,0,646,1,4,0,0,0
"Hellbender ""Hits the road!""","Hellbender!! Local boys do good and get their first National tour! No record label or any backing, please help us!",https://www.kickstarter.com/projects/918058634/hellbender-hits-the-road?ref=ending_soon,Music,Metal,"Petaluma, CA",California,Petaluma,North America,usd,Greg,0,2,1,1,0,0.5,1224,2500,usd,30,0,146,1,0,0,0,1
Moonkissdesigns Designer,Focusing on making a dream a reality by making beautiful one of kind Jewelry/Art for everyone to enjoy.,https://www.kickstarter.com/projects/919504645/moonkissdesigns-designer?ref=ending_soon,Fashion,Accessories,"Sarasota, FL",Florida,Sarasota,North America,usd,Amanda Duenskie,0,2,1,0,0,0.5,474,100,usd,30,0,93,0,0,0,0,0
Crooked Philosophy by Bill Barrett and Marcus Watkins,Bill Barrett and Marcus Watkins have completed their first album as a duo. An eclectic mix of original compositions and classics.,https://www.kickstarter.com/projects/920792385/crooked-philosophy-by-bill-barrett-and-marcus-watk?ref=ending_soon,Music,Jazz,"Los Angeles, CA",California,Los Angeles,North America,usd,Marcus Watkins,0,2,1,1,0,0.5,774,1500,usd,20,0,218,1,0,0,0,1
The Beat of the Bat,"""The Beat of the Bat"" tells the story of the amazing musicians who brought the music of the 1966 Batman TV Series to life.",https://www.kickstarter.com/projects/921452605/the-beat-of-the-bat?ref=ending_soon,Film & Video,Documentary,"Burbank, CA",California,Burbank,North America,usd,Pat Evans,0,145,1,0,0,0.5,229,25000,usd,30,0,1019,0,6,16,0,0
Multi-genre work of Fiction and Poetry at olamideojo.com,"Hello, I am looking to raise marketing funds. My books are exclusively published on my site at www.olamideojo.com.",https://www.kickstarter.com/projects/923597401/multi-genre-work-of-fiction-and-poetry-at-olamideo?ref=ending_soon,Publishing,Fiction,"Las Vegas, NV",Nevada,Las Vegas,North America,usd,Olamide ojo,0,67,2,0,0,0,1025,8000,usd,30,0,234,0,0,0,0,0
Adventure Of A Lifetime,"""Adventure Of A Lifetime"" is a passion project of mine, to deliver a weekly travel blog detailing global dream destinations! -Rob",https://www.kickstarter.com/projects/927540245/ever-eternal-travel?ref=ending_soon,Film & Video,Webseries,"Spokane, WA",Washington,Spokane,North America,usd,Rob Devenish,0,2,1,0,0,0.5,0,75000,usd,35,0,281,0,0,0,0,0
When darkness comes,If fantasy seems a lot like reality that's because the world you are about to descend into is nothing but a twisted reflection of yours,https://www.kickstarter.com/projects/930482282/when-darkness-comes?ref=ending_soon,Publishing,Fiction,"Denver, CO",Colorado,Denver,North America,usd,Vadim Yudkovsky,0,2,1,0,0,0.5,11,1000,usd,30,0,1986,0,0,0,0,0
3D Murals,One of the top artists in the world will be painting astonishing public murals in Minneapolis!,https://www.kickstarter.com/projects/931143841/3d-murals?ref=ending_soon,Art,Public Art,"Minneapolis, MN",Minnesota,Minneapolis,North America,usd,Theatre in the Round Players,0,2,1,1,0,0.5,0,50000,usd,30,0,728,0,0,3,0,1
Ain't That Life 1,Making a album,https://www.kickstarter.com/projects/931284040/aint-that-life-1?ref=ending_soon,Music,Country & Folk,"Nashville, TN",Tennessee,Nashville,North America,usd,Jessica Andrews,0,67,2,1,0,1,0,10,usd,46,0,7,0,0,0,0,0
Chef Tanya's Kitchen: Vegan Lunch Counter & Deli,"Help us complete Chef Tanyaês Kitchen, our super simple vegan concept: lunch counter and vegan ""meat"" &""cheese"" deli.",https://www.kickstarter.com/projects/931790197/chef-tanyas-kitchen-vegan-lunch-counter-and-deli?ref=ending_soon,Food,Vegan,"Palm Springs, CA",California,Palm Springs,North America,usd,Tanya Petrovna,1,67,1,1,0,0.5,0,20000,usd,30,0,751,1,1,7,0,1
"Paint, Stream, Teach, and Share | Art Project",Providing FREE art classes and video instruction anywhere in the world through the use of streaming and online video.,https://www.kickstarter.com/projects/932489543/paint-stream-teach-and-share-art-project?ref=ending_soon,Art,Painting,"Newport News, VA",Virginia,Newport News,North America,usd,Brett Winn,0,2,1,0,0,0.5,0,2999,usd,30,0,266,1,0,8,0,0
Hot Java!,..Coffee On Demand..,https://www.kickstarter.com/projects/93282003/hot-java?ref=ending_soon,Food,Drinks,"Naperville, IL",Illinois,Naperville,North America,usd,Ryan Wilson,0,2,1,0,0,0.5,2745,8000,usd,60,0,535,0,0,0,0,0
Songs of Lament,Scriptural laments put to music for corporate and devotional worship.,https://www.kickstarter.com/projects/933609764/songs-of-lament?ref=ending_soon,Music,Faith,"Minneapolis, MN",Minnesota,Minneapolis,North America,usd,Rachel Wilhelm,4,67,1,1,0,0.5,613,9000,usd,30,0,914,1,0,2,0,1
UrbanX | Convert Any Bike to an Electric Bike in 60 Seconds,Simply replace your front bike wheel with the UrbaNext Electric E-Bike Wheel to instantly receive a 30 mile range with a 20mph top speed.,https://www.kickstarter.com/projects/934648866/urbanx-convert-any-bike-to-an-electric-bike-in-60?ref=ending_soon,Design,Product Design,"New York, NY",New York,New York,North America,usd,UrbanX Team,0,37,1,1,0,0.5,0,50000,usd,41,0,2069,0,1,69,0,1
Juniper Tree Juice Bar,"Bringing farm to cup delicious to Morgantown PA. Raw Juice, Smoothies, Protein Shakes and goodies that are organic, local, and fresh.",https://www.kickstarter.com/projects/935695870/juniper-tree-juice-bar?ref=ending_soon,Food,Drinks,"Elverson, PA",Pennsylvania,Elverson,North America,usd,Laura Parker,0,2,1,0,0,0.5,0,5000,usd,30,0,418,0,0,4,0,0
The Revolution Inversion,The purpose of RI is to produce resources that help students in high school and college begin Christian organizations on campus.,https://www.kickstarter.com/projects/936490250/the-revolution-inversion?ref=ending_soon,Publishing,Nonfiction,"Sioux City, IA",Iowa,Sioux City,North America,usd,Dan Barnes,0,2,1,0,0,0.5,1536,30000,usd,30,0,496,0,0,0,0,0
Figment - A Short Film,A science-fantasy short film about an imaginary friend exterminatorês journey to reconnect with his estranged son and failing business.,https://www.kickstarter.com/projects/939356363/figment-a-short-film?ref=ending_soon,Film & Video,Shorts,"Long Beach, CA",California,Long Beach,North America,usd,David Gutel,7,99,1,1,0,0.5,1286,3000,usd,30,0,734,1,0,17,0,1
Foreshadows of Another Life,"A collection of short stories inspired by backers' character outlines, focusing on a key event shaping each character's future.",https://www.kickstarter.com/projects/939440728/foreshadows-of-another-life?ref=ending_soon,Publishing,Anthologies,"Rochester, NY",New York,Rochester,North America,usd,Vickey & Bob Beaver/Obatron Productions,57,55,4,3,0,0.666666667,0,120,usd,7,0,2023,1,0,0,0,1
Mark of the Conifer: An Epic Fantasy Dinosaur Novel,"A fully-illustrated, full color dinosaur novel in the tradition of epic fantasy. Help me release it in 3 formats!",https://www.kickstarter.com/projects/941536304/mark-of-the-conifer-an-epic-fantasy-dinosaur-novel?ref=ending_soon,Publishing,Fiction,"Sandy, UT",Utah,Sandy,North America,usd,Laura Jennings,6,185,2,1,0,0,63,9000,usd,30,0,2050,1,0,17,0,1
Skinny Dipper -- Issue One,An independent print magazine at the intersection of art and adventure.,https://www.kickstarter.com/projects/947727175/skinny-dipper-issue-01?ref=ending_soon,Publishing,Zines,"Richmond, VA",Virginia,Richmond,North America,usd,Skinny Dipper Magazine,0,2,1,1,0,0.5,0,5000,usd,30,0,911,1,0,6,0,1
QVC Spring Segment Scheduled- Need your help with funding,"Just days after I took that leap of faith and closed my daycare center to work full-time on my brittle, QVC called to sell my product!",https://www.kickstarter.com/projects/950088604/natashas-just-brittle-help-us-get-ready-for-qvc?ref=ending_soon,Food,Small Batch,"Baltimore, MD",Maryland,Baltimore,North America,usd,Natasha Brown- Wainwright,3,67,3,0,0,0,420,25000,usd,36,0,1736,1,0,8,0,0
Diary of the Apocalypse - Post-Apocalyptic Tabletop RPG,"A tabletop RPG designed for both fans of other tabletop RPGs and Fallout, with customization options galore.",https://www.kickstarter.com/projects/95151068/diary-of-the-apocalypse-post-apocalyptic-tabletop?ref=ending_soon,Games,Tabletop Games,"Colorado Springs, CO",Colorado,Colorado Springs,North America,usd,Robert Shultz,0,2,1,0,0,0.5,81,60000,usd,15,0,2891,0,0,0,0,0
God Mouse Prints,Selling prints of photos I've taken during my journeys around northern California. Need a nice DSLR for photo and print quality.,https://www.kickstarter.com/projects/952365329/god-mouse-prints?ref=ending_soon,Photography,Places,"San Francisco, CA",California,San Francisco,North America,usd,Jesse Lott,0,2,1,0,0,0.5,0,1200,usd,25,0,462,1,0,0,0,0
Gangsters The Movie Coming Soon,Come join in support of the film independent movement. Be a part of something big and for your enjoyment.,https://www.kickstarter.com/projects/952943037/gangsters-the-movie-coming-soon?ref=ending_soon,Film & Video,Learn more about accountability.,"Washington, DC",Washington DC,Washington,North America,usd,Marque Dixon,0,99,3,0,0,0,0,5000,usd,26,0,516,0,0,0,0,0
Deep Space Lez : Episode 1,"a Deep Space Space Race, Lesbians, and the search for home...Deep Space Lez is queer sci-fi comedy at its finest.",https://www.kickstarter.com/projects/953213599/deep-space-lez-episode-1?ref=ending_soon,Theater,Comedy,"Seattle, WA",Washington,Seattle,North America,usd,ilvs strauss,6,67,2,2,0,1,1561,3500,usd,21,0,707,1,0,0,0,1
Looking Up & Holding On CD Project - Christian songwriter,Christian singer-wongerwriter searching for funding to record CD of original Christian music.,https://www.kickstarter.com/projects/953252993/looking-up-and-holding-on-cd-project-christian-son?ref=ending_soon,Music,Faith,"Asheville, NC",North Carolina,Asheville,North America,usd,Moses McCord,0,2,1,0,0,0.5,0,6000,usd,60,0,170,1,0,0,0,0
Original Man Beard Oil,"The solution to dry, patchy beards!",https://www.kickstarter.com/projects/954325422/original-man-beard-oil?ref=ending_soon,Crafts,DIY,"Tallahassee, FL",Florida,Tallahassee,North America,usd,Tarik Siddeeq,0,2,1,0,0,0.5,0,500,usd,30,0,246,1,0,0,0,0
Equipd For Links Clothing,"EQUIPD FOR LINKS Clothing brings a modern lifestyle look unlike any other. ""Shooting par never goes out of style.""",https://www.kickstarter.com/projects/954744354/equipd-for-links-clothing?ref=ending_soon,Fashion,Apparel,"Temecula, CA",California,Temecula,North America,usd,Calvin Maranville,0,2,1,1,0,0.5,330,1000,usd,30,0,454,1,0,10,0,1
Jana Fantasy Art Card Collection,Hello...My endeavor is to create a collection of art pieces to be put on cards and larger canvas displays. Abstract naive colorful...,https://www.kickstarter.com/projects/955809184/jana-fantasy-art-card-collection?ref=ending_soon,Art,Painting,"Cleveland, TN",Tennessee,Cleveland,North America,usd,Jana Stamps,0,1,1,0,0,0.5,181,1000,usd,29,0,139,0,0,0,0,0
Half + Half - An Art Book by Danny Haas,An art book collecting 75+ Half and Half art prints - a series of pop culture inspired artwork by artist Danny Haas.,https://www.kickstarter.com/projects/959156486/half-half-an-art-book-by-danny-haas?ref=ending_soon,Publishing,Art Books,"Orlando, FL",Florida,Orlando,North America,usd,Danny Haas,4,2,1,1,0,0.5,1170,20000,usd,30,0,510,1,0,27,0,1
