"","x"
"1828","The toughest leather belt on Kickstarter. Built from 13oz thick American leather & boasting a double lifetime through wear and abuse."
"1829","A unique, 100% natural lip balm that doesn't twist into the lid. Its about time, isn't it?"
"1830","Tales of Horror from the Real-Life ""Most Haunted Cemetery in America"" ... stories more terrifying because they're REAL! Comic book"
"1831","what is the game about? Human Escape is a game where you are trapped inside a prison and you have to get a way to get out."
"1832","We supply Chiles, Spices and Sauce so you can create Mexican Food Fast & Easy. Not a Hot Sauce. Cooking Sauces for great DIY Mexican"
"1833","A children's book Created by Reagan Marquise Elder; brought to life by Marquise L. Elder."
"1834","Chocumin is the world's first #superchocolate. Each piece contains the same active ingredient as 60 capsules of herbal turmeric."
"1835","Professionally recording a worship and contemporary Christian music album that connects to people and connects their heart to God."
"1836","Interactive science for kids."
"1837","The story of the Coast Guard's coolest boats, told with humor, history and pictures of ships wearing hats! This will be my second book."
"1838","I would like to do 1 painting a day for a week. Any money raised will be used to buy equipment for building a 3D painting."
"1839","The Trailhead pants are waterproof, durable, packable, & versatile, making them the ultimate everyday mountain to city pant."
"1840","Weêre designing the very best skis and snowboards for the next generation of women leading the charge. Why? Because #TheFutureIsFemale."
"1841","Colorado International Activism Film Festival, The Bug Theater, Denver, Colorado, Saturday, July 15, 2017 from 2 PM - 10 PM."
"1842","Meet your doom with these MisFortune cookies inspired by the words of Donald Trump. Instead of wisdom he offers ignorance n hate....."
"1843","Hello Kickstarter community! I am raising funds to build my new prototype and to go into full production with Board Porter."
"1844","This project's goal is not only to share my efforts with a wider audience, but to help revitalize a love for Poetry in the modern age."
"1845","cottonmouth breath spray, all natural, cutting edge design, best product on the market, for everyone, tasty fashionable compact"
"1846","The beginning! Billy is an archeology student seeking adventure and mystery but finds chaos! Can he begin a movement to save the world?"
"1847","We @Creating_Minds are working towards a better future! Stop the Negativity Join the movement by Creating Creativity!"
"1848","Bringing top social media accounts into one single app that allows you to upload and post at the same time."
"1849","Crossover Gear is designed to give, provide direction, and strengthen those who need a new purpose. Our brand is about Life..."
"1850","Each bag is hand-crafted with top-tier, quality materials built to last."
"1851","I'm heading to Cuba with a Polaroid camera and a dream but I need your help."
"1852","Heirloom Indian recipes & comfort foods for the body, spirit & soul; inspired by real-life events about the strength of perseverance."
"1853","A low-profile stainless steel keychain with a spring clip and a post to keep your keys in a tidy row."
"1854","Titanium"
"1855","Handcrafted & Delicious SOUPS! Mountain-made in Evergreen, Colorado and delivered throughout the Nation! Boil Bag Soups keep it Fresh!"
"1856","Hi! I'm Dan Bankhurst, an Americana Fingerstyle guitarist/songwriter attempting to raise $3,500 for an upcoming recording project."
"1857","So we are creating a short film/concept video... just watch.  Help us keep sharing so we can reach our actual goal of $3,200!"
"1858","Dan Wilson, jazz guitarist is recording his second album, Balancing Act Live at BLU Jazz+ in Akron, Ohio on June 23, 2017."
"1859","The story of Le Mime and Muerte, his greatest invention. Muerte is a cow that makes cheese so delicious that it will erase your mind."
"1860","An art book of portraits of inspirational progressives from yesterday and today, by comics illustrator Dave Wachter."
"1861","A high school recluse and a charismatic college dropout form an unlikely bond in small town America. Photographed in large format."
"1862","Been through a lot of ups and downs in the music industry so I decided to just do my own music independently. Want to make a record."
"1863","I'm almost done recording my new EP ""Ghost Town Life"". Help me finish the last 2 songs, mix/master and press CDs!"
"1864","Don't let the words get in the way"
"1865","ArCANIS is a tarot deck and 168 page full color companion book that combines a love of animals with simple, modern character design."
"1866","If the frsit and the lsat ltteer be in the rhgit pclae, the rset can be a taotl mses and you can sitll raed it. FORM DOES THE MAGIC!"
"1867","The tee for folks that need WIFI. Because when WIFI is down, ain't nobody happy."
"1868","Letês publish Wonder 3 ‹ Weêve returned to one of our past campaign titles to try one more time! We have less than a day left!!!"
"1869","The safest city in the world, would you want to live there? What if we built a city that would survive any disaster scenario?"
"1870","Encrypted Rubik's cubes. You must be a ""genius"" to solve--very difficult."
"1871","We're training people to become Digital Nomads. 12 people are brought to Medellin, Colombia to learn remote freelance web development."
"1872","We wrote and recorded our debut full-length album, collaborating with some of our favorite Columbus musicians!"
"1873","High-quality giclee art print serving as a reminder to get busy living or get busy dying."
"1874","Help us produce the first 5 episodes of D.o.P.E.45 + provide journalism scholarships to 1st gen immigrants at Florida Int'l University"
"1875","We are working on PURE - a project where models get body painted to become the the characters of the graphic novel and film."
"1876","canceled"
"1877","A post-apocalyptic love story. Award-winning horror film. Absolutely no CGI. Get your name in the movie's credits and on IMDb!"
"1878","I want to start a comics publishing company, both as a platform for my own work, and to help other creators release their titles."
"1879","Machines are already replacing our jobs. Will it lead to resource apocalypse?Time for SOS. Step forward take charge before machines do."
"1880","Car ride adventures is a fun children's book written from my sons perspective. What he sees in the world from the back seat of my car."
"1881","Can you outwit your friends, avoid foul creatures, and build 3 houses before anyone else? 2-4 player board game, 40-60 minutes"
"1882","Protect your animals with armor cards while playing attack cards to destroy your opponentsê creatures. Last animal standing wins."
"1883","With the release of my debut EP, I am asking my fans to be a huge part of the process!"
"1884","Looking for solution to roll your dice with style? You found it!"
"1885","Safe Zone: challenge a friend in a thrilling game of chance and strategy!"
"1886","Bicycle Premium. 56 Luxury Hand-crafted Playing Cards. Printed by the USPCC. Limited Edition."
"1887","A book of my essays on Product Management, including ten new essays. The essays will be categorized into connecting themes."
"1888","Creating a cohesive, easy-to-learn RPG system to tell almost any kind of story! Great for family-style and traditional games."
"1889","China's independent fashion magazine, Elsewhere is going to print."
"1890","Critically-acclaimed romance anthology series FRESH ROMANCE is returning for VOLUME 2 and introducing an original graphic novel, VERONA"
"1891","Documentary: How one man turned his boyhood hobby with classic pin-ups into a multi-million dollar career in the art world."
"1892","My name is Eric Oriol and when I compose epic orchestral music scores, I become Epicurse."
"1893","Episicava is a large-scale action/adventure visual novel epic inspired by series like Fate, Tokyo Babel, and more."
"1894","Artist in need of funding. I am having an art Show in July and am looking to raise funds for supplies and storage of my art supplies."
"1895","On November 2-5, 2017, join us as the USS New Jersey comes alive once more, in a grand live action role play adventure."
"1896","Lets make porcelain monster dinnerware!"
"1897","Pay the Bill is the simple to learn, highly relevant, surprisingly strategic, and satisfying family game enjoyed by all who play it."
"1898","A snowshoe that will change the sport, made entirely of foam, with a rocker-shaped platform that makes snowshoeing better for everyone"
"1899","We realized there were not many people telling the stories of the thousands of kids in foster care who lives never get fully lived."
"1900","My name is Edward Paul, and my goal is to complete my 2nd CD of original music, and manufacture & distribute it by the fall of 2017."
"1901","The Fabsty mobile app is a fashion stylist in your pocket that creates the ideal outfit for any occasion, just like that!"
"1902","Singer-songwriter Amy Andrews embarks on her first studio album"
"1903","A spy-themed, team-focused, competitive card game where you race to complete high value objectives and conquer your ideological foes."
"1904","Seeking start-up capital to focus on production/marketing of artistic tchotchkes, made is USA from recycled/reclaimed materials."
"1905","First Responder Industries will be a website dedicated to advertising for first responder owned and operated businesses at no cost."
"1906","We're thrilled that we've finished recording our new album! We have BIG plans for it & are teaming up with our fans to make it happen!"
"1907","The most fun, interactive, and effective way for children to learn a second language."
"1908","A pocket-sized, 4K camera loaded with features that will change the way you capture and edit content and at a fraction of the price."
"1909","Fly a Boeing 737 - No Experience Required! Taking off in Austin in 2017."
"1910","The world's first Stunt Saber for high-performance martial arts, spinning and cosplay. It's a real, balanced sword."
"1911","STORY is the first levitating timepiece that travels through the air, allowing you to personalize your most unique journeys."
"1912","FOCUSPIN Is A High Quality Affordable Carbon Fiber Fidget Spinner Designed To Help You Focus On What's Important and Relieve Anxiety."
"1913","Create a photo book of friends & family events and everyone in the book can add messages, stickers & video."
"1914","So I wrote 10 episodes for a comedy series. Think the jersey shore meets gangsters. Hillarious short comedy's series about local gym."
"1915","Foxshot, a small water-resistant camera that can be attached to any surface. Polychrome, Wearable, 1080P Magnetic with App Live Video."
"1916","I am creating a PDF and a hard copy book of my spiritual memoirs. It has become a shinning jewel of consciousness and offers healing."
"1917","Help us enhance the English release of our new visual novel series Grisaia: Phantom Trigger with a localized manga, goods, and more!"
"1918","Strategy. Chance. Replayability. Creativity. Interactivity. This game has everything you love."
"1919","Propr is a 3d-printed handle with a comfortable shape that makes it easier to hold and position your tablet device or phone."
"1920","Gaiaês Gift blossomed from our hearts, inspiring a playful paring between oracle cards and essential oils. Take a deep breath and draw."
"1921","Space organizations set out to explore and colonize the solar system, in an intrepid new game by King's Forge designer Nick Sibicky."
"1922","A weird-western card dueling game for 2-6 players that doubles as an RPG-like, campaign driven, solo / co-op for 1-4 players."
"1923","The core message is to equip students with the tools to live a life that functions at the point of impact with a personal Savior."
"1924","A collective hard copy coffee table book filled with images of different artists and different mediums as well as the artist info"
"1925","A board game taking place inside a human cell! Players compete to build enzymes, hormones and receptors and fend off attacking Viruses!"
"1926","Signed, numbered, wax-sealed, & gilded with 24k gold leaf! ""The Book Dragon"" is a Kickstarter exclusive. Free global shipping!"
"1927","A children's STEM educational book that follows a young girl who solves her problem by creating a robot at home with everyday items."
"1928","A 32-page wordless picture book about a girl and her monster. This story tells the importance of obedience and sacrificial love."
"1929","Gold Claw - New D.I.G.S. technology makes capturing gold simple."
"1930","A 1920's Call of Cthulhu 7th edition scenario by Golden Age master Scott David Aniolowski set at a remote Maine hunting lodge."
"1931","My first campaign was fully funded and I figured what the heck, let's do 100 coin rings! Coin rings will be chosen at random."
"1932","Martial arts masters secretly train students while the emperor seeks to unite his people in this 60 minute board game for 2-6 players."
"1933","A sustainable business to help the people of Kosrae, Micronesia: Creative passion, ethical mission, incredible story."
"1934","A fantasy saga of young girls called to serve their people in a time of war during their ages of innocence."
"1935","Green Launch delivers payloads to orbit at 1/50th the price and uses zero hydrocarbons. Phase 1 launches payloads to 100 km altitude."
"1936","This farcical noir tale of murder, intrigue, betrayal & self-improvement is in the final leg of post-production & planning its release."
"1937","Lyrics: Douglas Bond, Music: Gregory Wilbur, Sung by Nathan George. Congregational Hymns: Biblical & in the spirit of the Reformation"
"1938","70 pages of revolution, assassination, and death. Bones is in for a shock when he discovers the truth."
"1939","Visit other planets from your living room with the Intergalactic Travel Bureau VR App. The universe is in the palm of your hand!"
"1940","TWO great print collections! The smutty supervillain series ""Evil Inc After Dark"" and the risque relationship romp ""Courting Disaster""!"
"1941","It hooks on U body;automatically exercise U body by dynamic resistance to any or without moves , just standing,seating or in the space."
"1942","Start-up craft Root Beer Company. Our mission is to make small batch Root Beer with clean labels. Drink Local!"
"1943","The wife of a Veteran suffering from PTSD battles to find her way back to the husband she married - offering hope to others."
"1944","Trying to print our first vinyl 'Naked Shame' and merch after 6 years of hard work. Any help would be a god send. heavensheels.com"
"1945","We are doing a FREE ADMISSION Comic-Con called The Heroes and Villains Con April 8th In Cortland,NY to Amaze and Inspire our community"
"1946","Heroes Cove is the hottest new family-friendly tabletop game that hard core RPGers also love!"
"1947","Design custom anime collectibles in ""chibi"" style. Create yourself, your friends, or original characters."
"1948","A hero-building adventure board game for 1-7 players. Explore the board, complete quests, battle tough foes and power up your heroes!"
"1949","Men's & Women's Outerwear made to stand up to the harshest conditions on Planet Earth - Down Jackets, Softshells + Hardshells"
"1950","In a near future, our crops mutated into carnivorous vegetables. As intrepid farmers, we will tame them for a lucrative business!"
"1951","Soft and sexy was never so satisfying ‹ THESE shirts help you GET AND GIVE!"
"1952","A 2-7 player NSFW game where you try to get the other players to guess your vulgar word without saying the other words on your cards"
"1953","Is a ""How To"" web series which teaches how to produce your own holistic & sustainable food supply based upon The Falco's Homestead."
"1954","Dreams are bought and sold on the streets and a massively powerful government is losing its grip all in a hugely intricate universe."
"1955","The USB2Air will be the world's first wireless USB 2.0 extension system built for 1080p video transmission."
"1956","Resin and pewter 28mm vehicle kits (suitable for 28-35 mm) for gaming, painting, collecting, and all post-apocalypse aficionados!"
"1957","A hackable IoT BLE conference badge, featuring a full 128x128 color screen, blinky lights, games, puzzles, and easter eggs"
"1958","The Qore is a one-of-a-kind stackable insulated food container that keeps your hot and cold dishes fresh in one convenient package."
"1959","Create and customize pet tags that show your dogês true identity. Resistant tags that are perfect to join your dog on its adventures!"
"1960","Thanks for backing our new album, if you're a backer the download for the album and Acoustic EP should be in your email via KickStarter Update!"
"1961","Let's Rap is an educational curriculum that teaches kids the language and behavior of social_emotional skills through rap and music."
"1962","The annual Ignite the Mic Poetry Showcase is a place for young poets to share and inspire others with the power of spoken word."
"1963","iGotThis is loaded with features to keep ADHD kids on track, focused, and motivated while parents get real-time visibility and control."
"1964","The birth of a brand new universe is upon us. Our space opera is about to see the light of day! Thank you for kickstarting the Lightstep big bang!"
"1965","Thank you, backers! Please click below to join us at www.impellerstudios.com and on social media. Subscribe to our newsletter to be the first to receive the latest information about Starfighter Inc. developments."
"1966","We are shooting this short film on April 15th with plans to submit it to film festivals across the country."
"1967","Hardwood drink coasters for Cthulhu themed RPGs. Help unlock more artwork and get a set of your own! Sanity not guaranteed."
"1968","inki-Drop is creating original enamel pin designs with fun and funky wordplay slogans."
"1969","We are creating a webseries that delves into the supernatural and mythological worlds hidden ""in the shadows"" of the modern world."
"1970","Danielle Cohen is writing a book about her experiences over the past 7yrs and the advents of psychosocial interventions & dramatherapy."
"1971","Classic design. 30 ATM. 316L stainless steel. Japanese automatic movement. All with the price and quality Jack Mason is known for."
"1972","Intelligent design for carrying your coat or jacket hands free. Light, ergonomic and convenient."
"1973","Launch Ladies is a tale for tiny tots, introducing them to the badass ladies of space exploration past, present and future."
"1974","This documentary highlights how a car is more than a vehicle; it is an extension of self, identity, community and culture."
"1975","What if listening to a jazz album would provide drinking water to the most vulnerable? Let's make this dream come true."
"1976","Jen bakes shortbread is a small batch, all natural shortbread cookie business looking for smart funding to grow!"
"1977","After 5 studio albums, I am recording my first live album, ""Between You & Me"", in front of a live audience and hopefully you!!"
"1978","The maiden voyage of a new epic fantasy adventure spanning coast to coast of a desolate world inspired by classic JRPGs & steampunk!"
"1979","We have Instagram cat friends. We're making fun lapel pins of them!"
"1980","I am trying to start and finish an album within the next few months with decent graphics and original material unheard of."
"1981","John recorded a fiery new worship album with Jake Hamilton and musicians from Bethel Music/Jesus Culture!"
"1982","Conceptualize a potential graphic novel about the Battle of Kulikovo, where Russian lands unified against the Mongol Golden Horde."
"1983","The 1st Quarter Project Report has been posted in the Updates section. Over 100 Maps Released, 100+ days ahead of schedule, Taverns & Storefronts collection completed, and New Digital Distribution Tool features."
"1984","What memory can you think of that impacts your life daily?"
"1985","Black Operations is an extensive mod for the game Democracy 3 by Positech Games that explores the idea of covert operations."
"1986","I am working on my first Drumming EP with other local musicians such as Silence The Witness and others"
"1987","Musicon has succeed on Kickstarter, want to pre-order? Visit our page:"
"1988","Katfish is a grassroots initiative and emerging lifestyle brand looking to grow into the large outdoor clothing market."
"1989","I am writing a book that looks into the social and political themes of the Nickelodeon hit ""Avatar: The Last Airbender""."
"1990","Reloading Tabs and Tool Head Organizers 3D source STL Files"
"1991","Sympl. encompasses the resources a student needs, giving them the opportunity to perform better by engaging with their class more."
"1992","Instead of taking your whole lab bench with you when you went away on a trip, we developed a box just for your programming needs."
"1993","The tape you put on your webcam, but for your phone mic."
"1994","Show your love of cats and space wherever you go with these adorable enamel pins!"
"1995","A full-handled versatile screwdriver made from grade 5 titanium. Uses standard 1/4"" hex bits + TSA compliant + FREE worldwide shipping!"
"1996","We are opening a new kind of coffee, comic & game shop this April in the Post Falls, Idaho. You can help us make it great!"
"1997","5 in 1 full body training device that can mimic almost any workout. Much more than just a yoga mat. Click the button below to learn more."
"1998","I'm trying to start my lure business which encompasses a wide variety of deep sea, hand crafted lures!"
"1999","War, drinking, & pick-up lines in one game. Use lines on other players to attempt to make them take a shot. Four shots and you're out!"
"2000","Unique handmade jewellery! Of gold, silver and stainless steel with your team logo or player id-number, unique gift for everyone !"
"2001","A Faithful Mate is here for people to make friends, build relationships, bridging the gap between two."
"2002","Choose between the base game, or the expansion with two new playable characters! Now in either plastic or solid metal. Miss the campaign? Back below!"
"2003","Echo Chernik is a popular alternative pinup artist with a long history of bringing amazing works of art to life through Kickstarter."
"2004","Usher your home into the 21st century with our collection of levitating plates, pillows, plants, and gravity defying works of art."
"2005","We have created a whole new style of stacking charm jewelry (patent pending) and we need your help to manufacture our inventory!"
"2006","Fashion for the fearless field frolicker. Ethically made in the USA."
"2007","Series of 7 Dragon Maidens. Illustrating Strong female archetypes tending to powerful dragons. For future gaming model. Limited."
"2008","Add some light anywhere indoors with the Little Star _USB Rechargeable Night Light!"
"2009","We deliver fast food, general store and more, directly to your door, when it gets dark, between the hours of 8 and 4."
"2010","Tech Against Trump is a book chronicling the rising tide of anti-Trump resistance by technologists and tech workers."
"2011","This is Lorenzo's 5th book. A complete collection of his most recent artwork. Two exclusive editions, each one with a double cover!"
"2012","Plot to seize the throne in this dynamic game for 2 players. Choose anime or dieselpunk and help us republish this Japanese gem!"
"2013","I want to make my first ever hard enamel pin! This pin is one of my original designs, with some extra flair thrown into it!"
"2014","With nobody around and nowhere to go, Noah's problems only just begin when he tries to catch a fish with his last piece of food."
"2015","Make your own statement, wear something unique, innovative and with a personality with the Luxtreaux glow-in-the-dark hoodie"
"2016","I will be making an album of music by J.S. Bach. On electric guitar, I will record The E Major Partita and The G Major Cello Suite."
"2017","A digital, virtual gallery of 500 original, print-quality photos shot on location in Croatia, the Land of 1,000 Islands."
"2018","We are a R&B/Hip-Hop duo from Chicago, IL looking to raise additional funds for our first collaboration album."
"2019","World Engine is an easy-to-use, web-based, map-making tool that will let you create jaw-dropping maps quickly and easily."
"2020","Expressive, intuitive original ink art - 100 paintings in 100 days. Abstract paintings, vibrant landscapes, florals and more,"
"2021","If Family Guy, Friends and Full Metal Jacket had a baby, Discharged would be their offspring."
"2022","A puzzle video game in which you try to take down the POLITICAL ELITE: through ridicule, parody and throwing voice controlled pies."
"2023","Wearable art, Digitally printed photo scarves. Images on the scarves range from photos I've taken in Havana, Cuba, NYC and Europe."
"2024","I designed a pendant that is also a Venetian Party Nose. I will 3D-print 50 copies of this accessory for distribution."
"2025","Server hosts are outdated. Thats why we are creating Marbelus, a service that simplifies servers and lets you switch between games."
"2026","This standard poker deck features 52 original drawings of forgotten freaky foes from film. Horror movie aficionados will love it."
"2027","Three impossibly simple yet overwhelmingly functional backpacks that will change the way you get around."
"2028","This project is to fund the creation of Sprocket The Comic-Cat Issue 4, the official 2017 exclusive comic of the Lilac City Comicon!"
"2029","Documenting the traditional cultivation of corn, beans, peppers, and more in the Sacred Vally of Peru with Stephen Smith - Corn Expert"
"2030","Sauce on a social mission | 50% Profits to Farmers & their Children | Mango,Tamarind,Raisin & Ginger w Fruitwood Smoked WILD Habanero"
"2031","Webseries documenting a NYC actress on a road trip to Hollywood! The catch? Book a gig in each city before she can advance to the next!"
"2032","I want to eventually open a non-profit, public recording studio, for up and coming talented artists who are short on cash in Buffalo,NY"
"2033","Sweet serpents! Corn snake hard enamel lapel pins with tiny crystal eyes in six color morphs."
"2034","Help me get my Classic Harley Quinn stickers printed and get your own 3"" x 2"" Harley sticker and other special Classic Harley items."
"2035","Mind stretching video game shooter in 4 dimensions with 10 degrees of freedom."
"2036","Fire up your creativity with the endless possibilities of the world's first Soap Bubble wide-angle fine art lens: Trioplan 35 f2.8"
"2037","A totally re-imagined guitar that is 30% lighter than traditional models, but with all the classic sound & style."
"2038","#Wafflefry is a modern day suburban fantasy comic about teens with weird superpowers!"
"2039","It's simple really. You get an indestructible (OK, I'm sure you could destroy it if you really tried...) sunglasses holder"
"2040","Become your most productive self with Mindset: EEG headphones that coach you to reach deeper levels of focus. Audio powered by Onkyo."
"2041","Brighten your great outdoors and create amazing ambiance. Unique water-resistant Bluetooth floating solar LED lights."
"2042","The essential items needed to survive the Trump presidency! Mock his irrationality, cope with the chaos, and be a rockstar activist."
"2043","Living in 8 Bits: Super Plumber Bros is a sketch comedy web series based on the lovable world of retro video games. Pre-order the DVD!"
"2044","The World's First Battery Case, Photo Case, and Cinema Wide Lens for Mobile Photography."
"2045","Mommy Scrubbs for Breast Feeding Moms is a Fashionable Scrub Top That Provides Discrete Breast Access for Lactating and Pumping Mothers"
"2046","It all started with this girl and her guitar... Now hear her original music for the first time!"
"2047","A Holy Grail for Non-Sports trading card collectors is ""The Dirty Dozen"" from War News Pictures (1939). Help make super rare reprints!"
"2048","Geometric rubber toys that are easy to grab, safe to chew, and inspiring to the imagination. Designed for modern families. Made in USA."
"2049","A game of luck, skill and betrayal set in the World of Eldinmoor. Easy to learn."
"2050","Help Me Help You By Making A Great Film Involving Laughter,Happiness,Sadness,Growth,Comedy,And Life Lessons."
"2051","The world's first universal video handle with an integrated microphone. Professional audio for your smartphone, GoPro or DSLR camera."
"2052","Releasing my first independent single. I need a bit of help to getting funds together for promotion and"
"2053","Gumbo Couture is dedicated to unifying Blackness, fluidity, beauty, and resistance through photography, writing and film."
"2054","Survive royal life as a gay prince and come up with excuses to avoid marrying a princess! For Windows, Mac and Linux."
"2055","NaanChuck is a family-owned Naan Bread delivery service. We offer a variety of traditional Naan and ship them out to our customers."
"2056","A 30 page photography book, focusing on my adventures though Yosemite National Park. Featuring full color and B&W images."
"2057","An all leather portfolio cover, designed in combination of modern and tradition. Handmade with quality leather to last you a lifetime"
"2058","We'll be producing a book and artwork, through an interactive campaign with our backers. Zany antics will ensue!"
"2059","Never be caught without a good excuse on why your software is having problems again. Great for a quick status anywhere."
"2060","Restoring all seven 1970's Movieland Star Trek Enterprise wax figures and set, for the Hollywood Science Fiction Museum world tour."
"2061","With your support, a new look, a new website, and a bright future for NEXT STL are ready to launch!"
"2062","Boasting 300 lumens and 10 hours of battery life, Night Runner PRO is the perfect accessory to light your way through any terrain."
"2063","We need a new method to help deliver our amazing coffee delivery equipment to nationwide events! (and to finish our origin story video)"
"2064","An ad campaign for natural hair. Our goal: lessen workplace bias against afro-textured hair."
"2065","Royce, an ambitious 20-something, trades in his promising corporate media research career for a one-way ticket to Southeast Asia."
"2066","Auto Time Zone Travel Watches for men and women designed in Paris with activity, sleep tracking and Swiss parts movement. No charging."
"2067","By Gamers for Gamers: the top quality card protection for your games, at the very best prices and with free shipping worldwide!"
"2068","Have fun working out in a non-judgmental fitness center with a challenging jungle gym style obstacle course for all ages."
"2069","Create horrible, disgusting, shocking, crude definitions. 100% compatible with your Cards Against Humanity decks."
"2070","OF HUMANS _ The Book is a curation of spectacular, creative photography works from the Instagram photography community."
"2071","Twenty-one elegant Pantone 2017 colors to commemorate what is shaping up to be a year of diverse challenges we face as women, together as one from many beginnings."
"2072","OH NO AUNT FLO! will hand deliver your preferred tampons/pads and change of underwear to your desired location."
"2073","Only The Elite Records is a new independent recording label on the verge of becoming the new face of music! The new sound of the south!"
"2074","This is a record about life. About family, love, loss, and ultimately, rebirth and redemption. #PhillySoulFolk #GetFree"
"2075","Veteran owned and operated. Our goal is to educate, love, and support."
"2076","I have secured a distribution deal that allows me to introduce music on a larger platform. But I will need to cover my recording cost."
"2077","short sleeve | long sleeve"
"2078","Shakshuka is a spicy North African tomato dish served with simmered eggs. Heat in a pan, add eggs, and have a meal for 4 in 15 minutes."
"2079","Don't worry if you missed our amazing Kickstarter, you can still get Paqsule on Indiegogo! Paqsule is loaded with over 20 premium features, including the germ-killing PaqTech unit. Keep your bag and its contents odor-free! Pre-Order Paqsule Today!"
"2080","A collection of Vengeful Ghost's first year of stories--five short comics in one beautiful perfect-bound book!"
"2081","We are your connections to all the parties. house parties, dorms parties, club parties ,pool parties etc."
"2082","Poker size playing cards inspired by the masterpiece of the Italian literature: Dante Alighieri's Divina Commedia. Printed by LPCC."
"2083","Pathfumblers is a channel all about Tabletop Gaming! We are in need of video and audio equipment to record our sessions."
"2084","A foul-mouthed, sentient hair piece with over 30 expressions. Impress friends, alienate coworkers, or nurture a talking pet toupee."
"2085","Humpty Trumpty is a 5"" talking vinyl desktop toy. He comes in both Democrat and Republican versions. This little Trump will be GREAT!"
"2086","The Activities Journal gives hope to your to-do lists. Itês a place to write down actions that will lead to your greater goals."
"2087","Neurodraft.com aspires to become a limitless contributor to the advancement of written language world-wide."
"2088","A series of performative self-portraits addressing personal and universal constructs of self and?the complexities of female identity."
"2089","A gorgeous 15-minute experience for families and couples, inspired by the classic short story."
"2090","Harlem hasn't had an ice cream parlor since 1983. Sugar Hill Creamery will change that for New Yorkers this summer."
"2091","SHORTS for The Stud or The Athlete, to Play, Exercise, and Live Actively."
"2092","It's come time for another album! We've got a collection of new songs already recorded, and we need your help to fund the release!"
"2093","An affordable and easy to use desktop Plotter, Laser Cutter and Engraver."
"2094","We're creating the ultimate aquatic & active wear for the mindful consumer: fashionable, functional, eco-friendly, and purpose driven."
"2095","A visual novel in which a ragtag team of convention attendees step in to save the day for a virtual idol in search of her programmer."
"2096","Your most versatile performance wear with a removable TushCush for cycling and spin."
"2097","A customizable license plate frame. Display messages on your car to a guaranteed audience. Change letters and emojis in a flash."
"2098","A smart AR globe that teaches children about countries and cultures from around the world"
"2099","Our 3rd generation Luxor flashlight engineered to be smarter, compact and outperform all other lights in its class."
"2100","Develop your inner strength in a tactical choice-driven RPG inspired by Caledonia, featuring Doug Cockle, the voice of the Witcher."
"2101","Pon and Zi have been successfully made into hard enamel pins! Thank you!"
"2102","A mother & daughter hunt for the perfect husband/dad after losing theirs. A second chance at happiness leads to more tragedy & twists!."
"2103","Transform your next adventure, power to new places, and reliability during a blackout or natural disaster."
"2104","We are the Preacher's Daughters & recording a HYMNS CD with our unique vocal duo & interwoven Cello. Hymns in a fresh, beautiful way."
"2105","This album is for every person around the world who is involved with #BillionDollarBangaz Movement. Be apart of history."
"2106","A largely-female podcast production team launching 3 brand new audio drama podcasts featuring diverse characters & casts."
"2107","Three years of stories turned into songs about journeying, growth & hope. Help me share the story!"
"2108","Help us make donuts healthy and enjoyable. Our mission is to be in every gym as well as supplement stores. Help us make this a reality!"
"2109","A history-making dance company merges tradition and pop culture to forge a new future for the LGBTQ community."
"2110","Arts Crawl is a day-long music & arts event in State College, PA designed to showcase a multitude of student and community art."
"2111","Help us make a Netflix Special about our band Punchline. Netflix didn't ask us to do this, but we've always wanted to make a Special."
"2112","A fun and simple tabletop rpg for kids and adults alike! Prepare to delve into dungeons!"
"2113","In this #action packed, I want to finish making own #MotherFucker #Movie"
"2114","Help us create one of a kind, official & scary Call of Cthulhu Metal Dice Set!"
"2115","An Unnamable Twist On Traditional Card Play"
"2116","Set the Safety Net and Seek Adventures. An Intelligent Lantern Helps You Connected with Your Pack, to Dive into Any Adventures."
"2117","Each Crowd Curated Concert is a fun, fresh, one-of-a-kind Rae Hering performance; organized by us, made happen by you."
"2118","For one year I drew a new piece every day. I want to make a book of all 300+ drawings along with secret bonus stuff from the vault."
"2119","Ramparts is a physics-based tabletop game in which players defend a king piece while attempting to knock over their opponent's pieces."
"2120","The Raptor Claw: a unique modular multitool that makes outdoor pursuits easier and more enjoyable, while maintaining peak portability."
"2121","While Taeheed and his soldiers are away, the village is under attack, and Jonathin has been captured! Will Jonathin be able to escape?"
"2122","Hit party game Billionaire Banshee wants to birth new cards"
"2123","A themed subscription box including indie books, tea, coffee, treats, swag, and support for an amazing cause. www.reademandsteep.com"
"2124","I'm creating a company that will help support up and coming artists!"
"2125","Backers will not only produce a movie but create an American production company to push back against Chinese influence in Hollywood."
"2126","A quality America-made hammock that is adjustable, portable, and versatile."
"2127","For an artist, exposure is everything and the StartUp Art Fair will provide me exactly that. 3 full days of ART, TEXTILES & PEOPLE!"
"2128","We're bringing back this classic board game of elusive suspects and audio deduction with modern play and upgraded components."
"2129","We finally found a permanent space! Bringing handmade, comfort Vietnamese food to the Mission in Fall 2017."
"2130","#1 Rideshare headrest cover enabling you to swap out insert cards that Increase INCOME, Improve RATINGS and IMPRESS your passengers!"
"2131","The Ultimate Bicycle Shock Absorber. Softens road vibrations and shocks, makes your bike ride smooth and keeps your body healthy!"
